USERID,COMP_Uber,COMP_Lyft,ATTENTION,WKYEARS,COVID,STARTTIME.YN,STARTTIME,STOPTIME.YN,STOPTIME,WKHOURS.YN,WKHOURS,TGINCOME.YN,TGINCOME,WEEK.TRIPS,WEEK.TRIPS.RJ,RESP.1,RESP.1.SURGE,RESP.1.WTTIME,RESP.1.RLTIME,RESP.1.LTRIP,RESP.1.PR,RESP.1.SHARED,RESP.2,RESP.2.SURGE,RESP.2.WTTIME,RESP.2.RLTIME,RESP.2.LTRIP,RESP.2.PR,RESP.2.SHARED,RESP.3,RESP.3.SURGE,RESP.3.WTTIME,RESP.3.RLTIME,RESP.3.LTRIP,RESP.3.PR,RESP.3.SHARED,RESP.4,RESP.4.SURGE,RESP.4.WTTIME,RESP.4.RLTIME,RESP.4.LTRIP,RESP.4.PR,RESP.4.SHARED,RESP.5,RESP.5.SURGE,RESP.5.WTTIME,RESP.5.RLTIME,RESP.5.LTRIP,RESP.5.PR,RESP.5.SHARED,RESP.6,RESP.6.SURGE,RESP.6.WTTIME,RESP.6.RLTIME,RESP.6.LTRIP,RESP.6.PR,RESP.6.SHARED,WT.1,RL.1,WTRL.1.INCOME,WTRL.1.HOURS,WTRL.1.SURGE.N3,WTRL.1.WTTIME.N3,WTRL.1.SURGE.N1,WTRL.1.SURGE.N2,WTRL.1.SURGE.N4,WTRL.1.SURGE.N5,WTRL.1.WTTIME.N1,WTRL.1.WTTIME.N2,WTRL.1.WTTIME.N4,WTRL.1.WTTIME.N5,WTRL.1.RTTIME.N1,WTRL.1.RTTIME.N2,WTRL.1.RTTIME.N4,WTRL.1.RTTIME.N5,WT.2,RL.2,WTRL.2.INCOME,WTRL.2.HOURS,WTRL.2.SURGE.N3,WTRL.2.WTTIME.N3,WTRL.2.SURGE.N1,WTRL.2.SURGE.N2,WTRL.2.SURGE.N4,WTRL.2.SURGE.N5,WTRL.2.WTTIME.N1,WTRL.2.WTTIME.N2,WTRL.2.WTTIME.N4,WTRL.2.WTTIME.N5,WTRL.2.RTTIME.N1,WTRL.2.RTTIME.N2,WTRL.2.RTTIME.N4,WTRL.2.RTTIME.N5,WT.3,RL.3,WTRL.3.INCOME,WTRL.3.HOURS,WTRL.3.SURGE.N3,WTRL.3.WTTIME.N3,WTRL.3.SURGE.N1,WTRL.3.SURGE.N2,WTRL.3.SURGE.N4,WTRL.3.SURGE.N5,WTRL.3.WTTIME.N1,WTRL.3.WTTIME.N2,WTRL.3.WTTIME.N4,WTRL.3.WTTIME.N5,WTRL.3.RTTIME.N1,WTRL.3.RTTIME.N2,WTRL.3.RTTIME.N4,WTRL.3.RTTIME.N5,WT.4,RL.4,WTRL.4.INCOME,WTRL.4.HOURS,WTRL.4.SURGE.N3,WTRL.4.WTTIME.N3,WTRL.4.SURGE.N1,WTRL.4.SURGE.N2,WTRL.4.SURGE.N4,WTRL.4.SURGE.N5,WTRL.4.WTTIME.N1,WTRL.4.WTTIME.N2,WTRL.4.WTTIME.N4,WTRL.4.WTTIME.N5,WTRL.4.RTTIME.N1,WTRL.4.RTTIME.N2,WTRL.4.RTTIME.N4,WTRL.4.RTTIME.N5,WT.5,RL.5,WTRL.5.INCOME,WTRL.5.HOURS,WTRL.5.SURGE.N3,WTRL.5.WTTIME.N3,WTRL.5.SURGE.N1,WTRL.5.SURGE.N2,WTRL.5.SURGE.N4,WTRL.5.SURGE.N5,WTRL.5.WTTIME.N1,WTRL.5.WTTIME.N2,WTRL.5.WTTIME.N4,WTRL.5.WTTIME.N5,WTRL.5.RTTIME.N1,WTRL.5.RTTIME.N2,WTRL.5.RTTIME.N4,WTRL.5.RTTIME.N5,WT.6,RL.6,WTRL.6.INCOME,WTRL.6.HOURS,WTRL.6.SURGE.N3,WTRL.6.WTTIME.N3,WTRL.6.SURGE.N1,WTRL.6.SURGE.N2,WTRL.6.SURGE.N4,WTRL.6.SURGE.N5,WTRL.6.WTTIME.N1,WTRL.6.WTTIME.N2,WTRL.6.WTTIME.N4,WTRL.6.WTTIME.N5,WTRL.6.RTTIME.N1,WTRL.6.RTTIME.N2,WTRL.6.RTTIME.N4,WTRL.6.RTTIME.N5,AGE,GENDER,HISPANIC,RACE,IMMG,EDU,STDT,EMPL,EMPL.ANOTHER,ZIPCODE,HHSIZE,CHILD,HHINCOME,INDVINCOME,HEALTH,SOURCE,COMMENTS
1uO4JKbddYtjVCGnpHkD,,1,N4,3,2,1,14,1,0,1,10,0,,60,4,1,8,0,12,1,4.7,0,0,0,0,12,0,4.7,0,0,0,24,20,1,4.9,0,0,12,0,20,0,4.3,1,1,0,8,16,1,4.5,1,0,12,0,8,0,4.9,1,0,,100,16,0,16,4,16,0,0,0,0,30,16,30,30,30,4,1,2,130,4,0,30,0,16,8,0,0,0,0,24,16,8,12,8,0,,160,13,4,0,0,0,16,0,24,24,0,30,12,30,12,4,1,3,100,4,12,0,0,0,0,0,30,0,8,24,30,4,8,30,0,,40,13,8,0,16,8,8,12,0,0,0,0,12,4,12,12,1,1,70,4,4,0,12,8,0,4,0,0,30,0,8,30,8,16,43,0,0,2,1,2,0,3,,98188,2,0,7,7,2,3,
kC1jNvdLfZ0wi2yWjcZb,1,1,N4,4,2,1,13,0,0,0,,0,,20,0,1,8,0,12,1,4.7,0,1,0,0,12,0,4.7,0,0,0,24,20,1,4.9,0,0,12,0,20,0,4.3,1,0,0,8,16,1,4.5,1,0,12,0,8,0,4.9,1,1,4,160,8,0,24,0,0,16,4,0,24,0,0,16,30,4,8,1,2,70,8,12,0,8,16,0,0,0,0,8,0,16,16,16,16,0,,70,10.4,8,0,0,0,0,0,30,8,30,8,16,12,8,30,1,3,130,10.4,12,0,16,0,4,0,0,30,0,30,30,16,16,30,1,2,160,12.8,0,24,8,16,0,0,0,0,16,30,12,12,8,30,1,1,70,3.2,0,8,16,0,4,8,0,0,0,0,8,4,16,12,51,0,0,2,1,2,0,3,,98003,8,6,4,4,1,3,No
hpxcBgdzX4tuOhvLwl07,,1,N4,4,2,0,0,0,0,1,7,1,100,47,0,1,0,16,12,0,4.5,0,1,12,0,16,0,4.5,0,1,16,0,4,1,4.1,1,1,0,0,16,1,4.5,1,1,0,16,8,0,4.7,1,1,16,0,12,0,4.9,1,1,4,160,7,0,30,8,0,16,0,0,16,0,8,8,8,16,8,1,3,70,7,16,0,12,12,0,0,0,0,30,30,12,8,8,4,1,3,70,7,8,0,12,0,0,0,0,8,30,0,4,4,8,30,1,3,160,4.9,0,30,12,4,16,8,0,0,0,0,30,4,8,4,1,5,160,2.8,4,0,0,4,8,12,8,0,0,0,4,30,16,8,1,4,70,4.9,4,0,0,4,12,0,24,0,0,0,4,12,8,16,36,0,0,2,1,2,0,3,,98168,3,1,4,4,2,3,
sv06lSFglbp6DSkls5Eb,1,1,N4,4,1,1,15,1,3,1,12,1,250,86,6,0,0,0,16,1,4.1,0,0,4,0,12,0,4.1,0,1,0,0,8,0,4.3,0,1,4,0,8,0,4.7,0,1,12,0,20,1,4.1,1,1,0,8,16,1,4.3,1,0,,325,15.6,0,0,0,0,16,12,16,16,0,0,12,4,8,8,0,,325,12,0,24,12,0,0,0,0,8,0,8,12,8,8,4,0,,250,15.6,16,0,0,12,12,0,8,0,0,16,12,12,8,4,0,,400,19.2,12,0,0,16,0,0,0,0,24,16,30,8,4,16,0,,250,15.6,4,0,0,4,16,0,8,0,0,0,12,8,4,4,1,5,100,8.4,0,30,0,0,0,12,24,24,24,0,12,4,30,4,25,0,0,2,1,5,1,2,,98188,1,0,7,7,1,3,
uhV5eSjrhJewVtMXpt9X,,1,N4,4,2,0,0,1,0,1,8,1,170,79,5,1,4,0,12,1,4.9,0,1,0,16,8,0,4.1,1,0,0,30,12,1,4.7,1,1,12,0,16,1,4.7,1,1,8,0,8,0,4.7,1,1,8,0,16,1,4.9,1,1,3,221,10.4,0,30,0,16,0,0,0,0,30,0,4,16,4,30,1,5,119,3.2,0,24,0,4,8,0,16,0,0,0,4,4,12,12,1,2,221,5.6,0,16,0,4,0,0,8,0,16,24,4,8,16,4,0,,68,12.8,16,0,16,0,0,4,0,8,0,0,30,30,30,4,1,3,119,5.6,0,0,4,8,0,0,0,0,30,8,12,30,8,4,1,2,170,3.2,8,0,12,16,8,0,0,0,0,30,30,8,4,4,45,0,0,2,1,5,1,3,,98188,1,0,7,7,1,3,No
MZ6EulLGZjxubDvX2gGo,,1,N4,4,1,1,17.5,1,2,1,7,1,100,20,0,1,4,0,12,1,4.9,0,1,0,16,8,0,4.1,1,1,0,30,12,1,4.7,1,1,12,0,16,1,4.7,1,1,8,0,8,0,4.7,1,1,8,0,16,1,4.9,1,0,,130,9.1,0,30,0,16,0,0,0,0,30,0,4,16,4,30,1,3,70,2.8,0,24,0,4,8,0,16,0,0,0,4,4,12,12,1,2,130,4.9,0,16,0,4,0,0,8,0,16,24,4,8,16,4,0,,40,11.2,16,0,16,0,0,4,0,8,0,0,30,30,30,4,1,3,70,4.9,0,0,4,8,0,0,0,0,30,8,12,30,8,4,1,2,100,2.8,8,0,12,16,8,0,0,0,0,30,30,8,4,4,36,0,0,2,1,1,0,2,,98108,5,3,3,3,1,3,
y50xzgLImOvxl4UUfNyt,,1,N4,4,2,1,13,1,23,1,7,1,200,52,2,1,8,0,8,1,4.1,0,1,4,0,8,0,4.1,0,1,8,0,8,1,4.5,0,1,16,0,8,0,4.3,1,0,0,16,20,0,4.3,1,1,4,0,12,0,4.5,1,0,,260,4.9,16,0,0,16,0,0,8,0,0,0,16,8,8,4,0,,140,7,0,30,0,8,4,0,30,0,0,0,16,12,30,8,1,1,80,4.9,0,16,16,8,12,12,0,0,0,0,16,8,4,8,1,5,140,2.8,0,16,0,0,8,12,16,0,0,0,4,30,4,12,0,,260,4.9,4,0,16,16,16,0,0,0,0,16,8,30,12,8,0,,260,7,12,0,16,0,0,0,0,8,24,16,30,30,30,4,35,0,0,2,1,3,0,3,,98118,4,0,7,7,1,3,
H4gY53wRl8ePzVafQXWx,1,1,N4,4,2,0,0,0,0,1,8,1,200,65,3,1,8,0,8,0,4.3,0,0,16,0,20,0,4.5,0,1,4,0,4,0,4.9,0,1,0,8,4,1,4.1,1,1,16,0,12,1,4.3,1,1,12,0,4,1,4.7,1,0,,260,12.8,0,30,16,0,8,0,0,16,0,16,16,30,12,12,1,2,260,10.4,0,8,0,8,0,0,16,0,0,0,30,8,16,8,0,4,80,12.8,0,16,0,0,16,0,8,30,0,16,16,4,30,4,1,3,80,8,12,0,12,0,0,0,0,16,30,24,12,16,4,4,1,3,200,5.6,16,0,0,0,4,12,30,30,0,0,8,30,12,16,1,3,80,8,16,0,8,0,0,0,0,16,0,0,12,30,16,12,35,0,0,2,1,2,0,3,,98118,7,5,7,6,2,3,No
Eoo8Hnul0Kgd1uW2NqL5,,1,N4,4,2,0,0,0,0,0,,0,,80,2,1,8,0,8,0,4.3,0,1,16,0,20,0,4.5,0,1,4,0,4,0,4.9,0,0,0,8,4,1,4.1,1,0,16,0,12,1,4.3,1,0,12,0,4,1,4.7,1,0,,130,12.8,0,30,16,0,8,0,0,16,0,16,16,30,12,12,0,,130,10.4,0,8,0,8,0,0,16,0,0,0,30,8,16,8,0,3,40,12.8,0,16,0,0,16,0,8,30,0,16,16,4,30,4,0,,40,8,12,0,12,0,0,0,0,16,30,24,12,16,4,4,1,3,100,5.6,16,0,0,0,4,12,30,30,0,0,8,30,12,16,1,3,40,8,16,0,8,0,0,0,0,16,0,0,12,30,16,12,40,0,0,2,1,4,0,3,,98188,4,0,1,1,1,3,
P2ty5hjFsu1Xvd0ShQzq,1,1,N4,4,2,1,9,1,23,0,,1,200,60,5,0,0,30,12,1,4.1,0,1,4,0,20,1,4.9,0,1,12,0,4,0,4.9,0,1,0,8,12,1,4.5,1,0,0,24,16,0,4.5,1,0,0,0,20,0,4.7,1,0,,200,12.8,0,24,0,8,0,4,8,0,30,0,16,4,30,4,1,2,200,10.4,0,24,0,16,4,0,24,0,0,8,30,8,8,12,1,1,320,5.6,0,24,8,8,0,8,0,0,8,0,4,8,30,30,1,3,80,8,0,0,12,0,0,0,0,30,16,0,30,12,4,12,0,,320,8,0,16,0,4,12,12,0,0,0,0,4,8,16,12,1,3,260,10.4,8,0,4,8,0,16,0,0,8,0,4,12,16,16,35,0,0,2,1,5,1,3,,98188,1,0,7,7,1,3,
bFVSH0oemhZhEFCXVVRI,1,1,N4,4,2,0,0,0,0,1,7,1,200,60,4,0,0,16,8,0,4.1,0,1,8,0,16,1,4.3,0,1,4,0,8,1,4.9,0,0,0,30,20,0,4.1,1,1,0,16,12,1,4.5,1,1,12,0,8,1,4.9,1,0,,200,11.2,4,0,0,8,8,0,0,0,0,16,12,8,30,8,1,3,200,7,0,24,12,16,0,0,0,0,30,0,30,30,16,8,1,1,260,4.9,0,8,12,16,0,16,0,0,30,0,8,8,16,30,0,,320,9.1,16,0,16,0,0,0,0,24,0,0,8,16,16,30,1,4,80,2.8,0,24,0,0,16,4,0,16,0,0,4,30,30,8,0,,80,11.2,0,8,0,0,0,0,30,30,30,0,16,4,12,12,34,0,0,2,1,2,0,2,,98156,2,0,7,7,1,3,
Bm4PmtS1ajq8nUJm6flL,,1,N4,4,1,1,6,1,18,1,12,0,,20,0,1,0,30,20,0,4.1,0,1,0,30,8,1,4.5,0,1,0,0,4,0,4.7,0,1,4,0,12,1,4.7,1,1,0,0,20,0,4.7,1,1,4,0,12,0,4.9,1,1,3,130,4.8,12,0,8,0,0,0,0,16,0,24,4,16,16,30,1,3,40,4.8,8,0,0,4,8,0,30,0,0,8,30,16,30,16,1,4,40,4.8,4,0,4,0,12,0,0,8,0,16,30,12,8,30,0,,40,15.6,0,0,8,12,4,0,0,0,0,24,8,16,4,16,0,,160,15.6,0,8,0,0,4,12,24,30,0,0,30,4,30,4,0,,70,19.2,4,0,0,4,4,0,0,0,0,30,8,4,8,16,44,0,0,2,1,5,0,3,,98168,2,1,5,5,2,3,
aZKYDZOx4FziASv79m1H,1,1,N4,4,1,1,14,1,0,1,10,1,150,49,6,0,0,8,8,0,4.1,0,1,0,24,4,1,4.9,0,0,0,16,12,0,4.9,0,0,0,0,20,1,4.5,1,1,16,0,4,1,4.9,1,1,8,0,12,1,4.9,1,1,3,105,7,0,24,0,0,0,0,16,30,8,8,30,8,16,30,0,,60,16,4,0,0,0,0,0,0,30,24,8,30,4,12,8,1,1,150,7,0,30,12,0,0,0,0,24,8,30,16,16,30,8,1,4,150,7,0,0,0,0,8,0,30,30,0,16,8,30,4,30,0,,150,10,0,0,0,0,12,0,30,30,0,8,4,8,16,8,1,1,195,10,0,16,12,8,0,16,0,0,30,0,12,30,12,12,46,0,0,2,1,1,2,1,,98188,1,0,6,6,1,3,
zkotu35jV1RAcoLwwUru,1,1,N4,4,2,1,5.5,1,21,1,9,1,300,53,8,1,4,0,8,1,4.1,0,1,4,0,4,0,4.7,0,1,0,24,16,1,4.1,1,1,4,0,16,1,4.3,1,1,16,0,20,1,4.9,1,0,16,0,20,0,4.9,1,1,4,210,3.6,8,0,4,8,16,0,0,0,0,8,12,4,4,12,0,,480,6.3,12,0,0,12,0,0,30,0,24,24,12,8,4,8,0,5,480,11.7,8,0,0,4,0,16,0,0,8,0,8,16,8,4,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,36,0,0,2,1,2,0,3,,98118,4,2,7,7,1,3,Mileage. Gas. Not about time. Transparency. Fare cut. 2 dollars for booking (3.97/51.92). Driver paid sick and safe (0.61). Service fee too high (13.87/51.92). Third party. 18.47. Rates. 
rPgYxvuR4ORwVDcAcAEi,,1,N4,3,2,0,0,0,0,0,,0,,30,2,1,8,0,8,1,4.3,0,1,16,0,12,1,4.7,0,1,16,0,4,1,4.9,0,0,16,0,16,0,4.1,1,0,0,0,12,0,4.5,1,1,0,16,8,0,4.9,1,0,,100,10.4,0,0,0,4,0,4,24,0,8,0,16,16,12,12,0,,70,8,0,24,8,0,0,12,0,8,30,0,12,12,4,12,1,3,70,3.2,16,0,0,0,0,12,30,16,24,0,16,12,8,4,1,5,160,3.2,0,24,4,0,16,16,0,8,0,0,12,30,8,4,0,,70,12.8,0,30,0,12,4,0,16,0,0,30,8,16,8,12,1,2,100,5.6,8,0,16,16,0,0,0,0,8,0,12,8,12,12,42,0,0,2,1,5,0,3,,98156,1,0,6,6,1,3,Purpose. Work for Uber?
CuyozHhktKz1DZoavr6q,1,,N4,4,2,0,0,0,0,0,,0,,40,2,1,0,24,4,0,4.1,0,1,8,0,20,1,4.3,0,1,0,8,4,0,4.3,0,0,16,0,16,0,4.3,0,0,8,0,12,0,4.5,0,1,12,0,8,1,4.3,1,0,,160,12.8,0,8,0,16,12,0,0,0,0,30,8,4,4,16,1,1,130,3.2,0,16,12,0,0,0,0,16,0,0,12,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,0,2,1,2,1,1,,98188,2,1,4,4,1,3,
v4e19oxwBAIBPlqedS2t,1,,N4,4,2,0,0,0,0,1,6,0,,10,0,1,0,24,4,0,4.1,0,0,8,0,20,1,4.3,0,1,0,8,4,0,4.3,0,0,16,0,16,0,4.3,0,0,8,0,12,0,4.5,0,0,12,0,8,1,4.3,1,1,2,160,9.6,0,8,0,16,12,0,0,0,0,30,8,4,4,16,1,1,130,2.4,0,16,12,0,0,0,0,16,0,0,12,8,8,16,1,3,160,9.6,0,0,0,0,0,0,8,24,16,30,30,30,8,30,1,4,160,9.6,4,0,0,0,12,0,16,30,0,0,30,30,4,12,0,,100,6,4,0,16,0,8,0,0,30,0,30,30,16,8,8,0,,40,7.8,4,0,0,0,0,12,8,0,24,0,12,12,12,16,32,0,0,2,1,2,0,3,,98144,5,3,4,4,1,3,Voluntarily. 
nmms45fcyBfFTl7g8GDk,,,N4,4,2,0,0,0,0,0,,0,,50,0,1,0,8,12,1,4.3,0,1,8,0,8,1,4.7,0,1,0,0,12,0,4.9,0,0,0,24,12,1,4.5,1,1,0,8,8,0,4.7,1,1,16,0,4,0,4.9,1,0,,70,12.8,0,0,4,0,0,0,0,8,16,30,4,12,4,30,0,,70,12.8,8,0,12,0,0,8,0,0,16,0,4,30,16,4,0,,130,10.4,0,16,0,0,16,0,16,16,0,8,4,30,8,30,0,,160,12.8,16,0,8,0,0,16,0,8,0,0,4,16,12,4,0,,100,10.4,0,30,8,8,0,4,0,0,30,0,4,16,4,16,1,3,100,8,0,16,8,0,4,8,0,30,0,0,12,30,8,8,39,0,0,2,1,3,0,3,,98178,6,4,,,2,3,Rachel 
dKANhOPnxwjBMN1d8tkZ,,1,N4,4,1,1,11,1,23,1,12,1,300,100,15,1,0,8,12,1,4.3,0,1,8,0,8,1,4.7,0,1,0,0,12,0,4.9,0,1,0,24,12,1,4.5,1,1,0,8,8,0,4.7,1,1,16,0,4,0,4.9,1,0,,210,19.2,0,0,4,0,0,0,0,8,16,30,4,12,4,30,0,,210,19.2,8,0,12,0,0,8,0,0,16,0,4,30,16,4,0,,390,15.6,0,16,0,0,16,0,16,16,0,8,4,30,8,30,0,,480,19.2,16,0,8,0,0,16,0,8,0,0,4,16,12,4,0,,300,15.6,0,30,8,8,0,4,0,0,30,0,4,16,4,16,1,3,300,12,0,16,8,0,4,8,0,30,0,0,12,30,8,8,32,0,0,2,1,2,0,3,,98178,1,0,6,6,1,3,
QwQeIDhBlxtKigNGOEvu,1,,N4,4,2,1,6,0,0,0,,1,300,100,10,0,0,24,20,1,4.1,0,1,0,30,16,1,4.3,0,1,16,0,8,0,4.3,0,0,16,0,20,0,4.3,0,0,4,0,16,0,4.9,0,1,4,0,20,1,4.5,1,0,,300,10.4,0,16,16,0,4,0,0,24,0,0,4,8,8,30,1,1,480,5.6,8,0,8,0,8,0,0,16,0,8,4,30,12,4,0,,390,10.4,4,0,4,12,0,0,0,0,30,30,16,8,8,30,1,5,300,8,8,0,0,0,0,16,16,30,30,0,30,4,30,4,1,1,300,3.2,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,120,12.8,0,0,8,0,0,0,0,30,8,16,12,12,16,4,36,0,0,2,1,5,0,3,,98188,1,0,7,7,1,3,Walmart gift card. 
WtPZEjD8mxbcueuBABKC,,1,N4,0,2,0,0,0,0,0,,1,300,15,3,1,0,24,12,1,4.1,0,1,4,0,16,1,4.1,0,1,4,0,8,0,4.1,0,1,16,0,4,0,4.7,0,0,0,24,20,0,4.9,0,1,0,30,8,0,4.3,1,1,1,390,3.2,0,0,4,4,0,12,0,0,0,0,30,8,8,8,0,1,120,12.8,12,0,16,0,0,0,0,8,16,16,4,30,30,16,0,,120,10.4,0,16,4,0,0,12,0,24,16,0,4,12,16,12,1,3,300,8,16,0,12,4,12,0,0,0,0,0,8,8,12,4,1,1,390,12.8,0,8,12,0,0,16,0,30,16,0,4,8,30,8,1,3,300,10.4,0,8,0,0,8,12,24,24,0,0,30,12,30,16,40,0,0,2,1,3,1,2,,98031,1,0,9,9,1,3,Rachel
EjoIAeK34ipEOquorUsr,1,1,N4,4,2,0,0,0,0,1,8,1,150,10,0,1,0,24,12,1,4.1,0,1,4,0,16,1,4.1,0,1,4,0,8,0,4.1,0,1,16,0,4,0,4.7,0,1,0,24,20,0,4.9,0,1,0,30,8,0,4.3,1,1,4,195,3.2,0,0,4,4,0,12,0,0,0,0,30,8,8,8,0,,60,12.8,12,0,16,0,0,0,0,8,16,16,4,30,30,16,0,,60,10.4,0,16,4,0,0,12,0,24,16,0,4,12,16,12,1,3,150,8,16,0,12,4,12,0,0,0,0,0,8,8,12,4,0,,195,12.8,0,8,12,0,0,16,0,30,16,0,4,8,30,8,0,,150,10.4,0,8,0,0,8,12,24,24,0,0,30,12,30,16,33,0,0,2,1,2,0,3,,99336,1,0,6,6,1,3,
EPBuWD2JUxdQaVscfUjW,1,1,N4,4,2,1,5,1,19,1,8,1,250,55,0,1,0,30,8,0,4.1,0,1,0,0,8,1,4.3,0,1,4,0,16,1,4.7,0,1,0,24,12,1,4.9,0,0,16,0,12,0,4.1,1,0,12,0,16,1,4.7,1,0,,250,12.8,0,0,12,8,0,0,0,0,24,30,8,12,16,8,0,,400,10.4,0,30,0,0,12,0,0,30,0,0,12,30,12,8,1,3,100,8,8,0,12,12,0,0,0,0,30,24,8,12,4,8,0,,175,10.4,16,0,16,0,0,8,0,0,8,0,4,30,4,12,1,3,100,3.2,0,8,8,4,0,12,0,0,16,0,12,12,8,30,0,,175,8,4,0,0,0,16,16,0,8,0,0,30,16,8,16,49,0,0,2,1,2,0,3,,98113,1,0,8,8,1,3,Wish they don’t take 60%. Like flexibility. 
2dZ3zkaLAOKa15zhPcJN,,1,N4,1,2,1,12,0,0,0,,1,300,60,5,1,0,8,4,1,4.7,0,1,0,16,4,1,4.9,0,1,4,0,16,1,4.9,0,1,16,0,20,1,4.1,1,1,0,16,8,1,4.5,1,1,0,8,12,1,4.5,1,1,1,480,3.2,0,30,8,0,0,0,0,16,8,24,4,30,12,4,1,1,390,3.2,4,0,8,0,0,0,0,24,16,8,30,12,12,4,0,,120,10.4,0,8,0,4,0,0,24,0,16,0,16,12,16,16,0,,300,10.4,12,0,0,4,0,0,24,0,0,0,30,8,16,8,1,2,300,3.2,0,8,0,12,0,0,0,0,8,8,16,12,4,30,0,,390,10.4,0,24,8,0,0,0,0,30,30,16,12,4,12,16,25,0,0,1,0,2,0,3,,98422,2,0,9,8,1,3,Neighborhood matters. High rank. Lux. Pay rates higher. Regulations good. Fare cut not reasonable. 
qpEtCXIPn669JKXX4xU7,1,1,N4,4,1,0,0,0,0,1,8,0,,50,5,1,8,0,4,0,4.1,0,1,0,30,4,1,4.7,0,1,4,0,4,1,4.9,0,1,0,8,12,1,4.9,0,1,0,24,12,1,4.9,0,1,0,8,20,1,4.1,1,0,,70,10.4,0,24,0,0,0,0,0,30,16,0,8,16,4,4,0,,100,10.4,8,0,0,0,0,4,16,24,0,0,16,4,12,30,0,,130,8,4,0,0,8,0,12,30,0,8,0,12,8,30,8,0,,160,8,0,0,0,16,0,0,24,0,30,16,16,12,8,12,0,,70,12.8,0,24,4,8,0,0,0,0,8,8,4,8,30,16,1,2,130,3.2,0,24,0,12,4,16,16,0,0,0,12,30,8,30,43,0,0,2,1,1,0,3,,98168,1,0,6,6,1,3,Rachel
Zlhg0aod2o7XmPJNu6rV,1,1,N4,4,2,0,0,0,0,0,,0,,200,30,1,8,0,4,0,4.1,0,0,0,30,4,1,4.7,0,0,4,0,4,1,4.9,0,0,0,8,12,1,4.9,0,0,0,24,12,1,4.9,0,0,0,8,20,1,4.1,1,0,,70,10.4,0,24,0,0,0,0,0,30,16,0,8,16,4,4,0,,100,10.4,8,0,0,0,0,4,16,24,0,0,16,4,12,30,1,5,130,8,4,0,0,8,0,12,30,0,8,0,12,8,30,8,1,2,160,8,0,0,0,16,0,0,24,0,30,16,16,12,8,12,0,,70,12.8,0,24,4,8,0,0,0,0,8,8,4,8,30,16,1,2,130,3.2,0,24,0,12,4,16,16,0,0,0,12,30,8,30,31,0,0,2,1,6,0,1,,98125,1,0,8,8,1,3,Rate in Seattle is high but cost higher. Longer trips condensation return trips. 
Pcdm2m7ohnZLQt9YruLc,,1,N4,1,1,0,0,0,0,1,8,1,150,54,0,1,16,0,16,0,4.3,0,1,0,30,16,1,4.5,0,1,12,0,12,0,4.7,0,1,0,24,20,1,4.1,1,1,4,0,4,0,4.1,1,1,0,16,12,1,4.9,1,0,,195,8,8,0,8,0,0,0,0,16,0,8,4,4,8,30,1,2,150,8,0,30,12,16,0,12,0,0,16,0,12,16,8,8,1,5,60,3.2,0,0,0,12,0,16,16,0,24,0,30,12,16,8,0,,240,12.8,8,0,0,0,16,4,16,16,0,0,30,4,30,8,0,,240,5.6,0,0,0,4,16,8,0,0,0,0,16,16,30,30,0,,60,12.8,0,24,12,0,0,0,0,8,24,0,4,8,12,16,57,0,0,1,1,5,0,3,,98034,2,0,6,6,3,3,Rachel
I5r4Up6Mm5gGNFvU9fmR,1,1,N4,4,2,1,12,1,22,1,10,1,200,35,0,0,8,0,20,0,4.1,0,1,0,0,12,1,4.3,0,0,0,0,20,1,4.3,0,1,8,0,4,0,4.3,0,0,0,8,20,0,4.3,0,1,8,0,16,1,4.7,1,0,,80,16,8,0,8,12,12,4,0,0,0,0,16,4,12,30,1,5,80,4,0,30,4,0,12,12,0,8,0,0,16,30,30,12,1,3,140,10,0,0,4,0,16,0,0,8,0,24,16,4,8,16,0,,80,7,12,0,16,12,12,0,0,0,0,24,4,8,30,8,1,3,320,4,8,0,8,0,0,0,0,24,24,30,30,12,30,8,1,1,200,4,0,24,12,8,0,4,0,0,8,0,4,30,12,8,25,0,0,2,1,2,0,3,,98188,3,0,8,5,1,3,No
VBXarop0ILpxbJACDK0o,,1,N4,0,2,0,0,1,0,0,,1,150,40,10,1,0,24,16,0,4.7,0,0,4,0,20,0,4.7,0,1,16,0,4,1,4.3,1,1,4,0,16,1,4.3,1,1,4,0,4,0,4.7,1,1,16,0,8,0,4.9,1,1,5,60,5.6,0,8,0,0,0,8,8,24,8,0,12,16,8,4,0,,105,10.4,0,0,0,12,0,0,8,0,0,8,30,16,30,4,0,,150,12.8,8,0,0,0,0,0,16,30,24,30,30,16,12,30,1,3,60,12.8,0,30,0,16,0,0,0,0,0,16,16,16,12,4,1,3,195,5.6,8,0,0,0,0,0,0,16,16,8,8,16,12,30,0,,195,10.4,16,0,12,0,0,4,0,24,8,0,12,4,12,30,26,0,0,2,1,2,0,3,,98032,5,0,5,2,2,3,No
