USERID,COMP_Uber,COMP_Lyft,ATTENTION,WKYEARS,COVID,STARTTIME.YN,STARTTIME,STOPTIME.YN,STOPTIME,WKHOURS.YN,WKHOURS,TGINCOME.YN,TGINCOME,WEEK.TRIPS,WEEK.TRIPS.RJ,RESP.1,RESP.1.SURGE,RESP.1.WTTIME,RESP.1.RLTIME,RESP.1.LTRIP,RESP.1.PR,RESP.1.SHARED,RESP.2,RESP.2.SURGE,RESP.2.WTTIME,RESP.2.RLTIME,RESP.2.LTRIP,RESP.2.PR,RESP.2.SHARED,RESP.3,RESP.3.SURGE,RESP.3.WTTIME,RESP.3.RLTIME,RESP.3.LTRIP,RESP.3.PR,RESP.3.SHARED,RESP.4,RESP.4.SURGE,RESP.4.WTTIME,RESP.4.RLTIME,RESP.4.LTRIP,RESP.4.PR,RESP.4.SHARED,RESP.5,RESP.5.SURGE,RESP.5.WTTIME,RESP.5.RLTIME,RESP.5.LTRIP,RESP.5.PR,RESP.5.SHARED,RESP.6,RESP.6.SURGE,RESP.6.WTTIME,RESP.6.RLTIME,RESP.6.LTRIP,RESP.6.PR,RESP.6.SHARED,WT.1,RL.1,WTRL.1.INCOME,WTRL.1.HOURS,WTRL.1.SURGE.N3,WTRL.1.WTTIME.N3,WTRL.1.SURGE.N1,WTRL.1.SURGE.N2,WTRL.1.SURGE.N4,WTRL.1.SURGE.N5,WTRL.1.WTTIME.N1,WTRL.1.WTTIME.N2,WTRL.1.WTTIME.N4,WTRL.1.WTTIME.N5,WTRL.1.RTTIME.N1,WTRL.1.RTTIME.N2,WTRL.1.RTTIME.N4,WTRL.1.RTTIME.N5,WT.2,RL.2,WTRL.2.INCOME,WTRL.2.HOURS,WTRL.2.SURGE.N3,WTRL.2.WTTIME.N3,WTRL.2.SURGE.N1,WTRL.2.SURGE.N2,WTRL.2.SURGE.N4,WTRL.2.SURGE.N5,WTRL.2.WTTIME.N1,WTRL.2.WTTIME.N2,WTRL.2.WTTIME.N4,WTRL.2.WTTIME.N5,WTRL.2.RTTIME.N1,WTRL.2.RTTIME.N2,WTRL.2.RTTIME.N4,WTRL.2.RTTIME.N5,WT.3,RL.3,WTRL.3.INCOME,WTRL.3.HOURS,WTRL.3.SURGE.N3,WTRL.3.WTTIME.N3,WTRL.3.SURGE.N1,WTRL.3.SURGE.N2,WTRL.3.SURGE.N4,WTRL.3.SURGE.N5,WTRL.3.WTTIME.N1,WTRL.3.WTTIME.N2,WTRL.3.WTTIME.N4,WTRL.3.WTTIME.N5,WTRL.3.RTTIME.N1,WTRL.3.RTTIME.N2,WTRL.3.RTTIME.N4,WTRL.3.RTTIME.N5,WT.4,RL.4,WTRL.4.INCOME,WTRL.4.HOURS,WTRL.4.SURGE.N3,WTRL.4.WTTIME.N3,WTRL.4.SURGE.N1,WTRL.4.SURGE.N2,WTRL.4.SURGE.N4,WTRL.4.SURGE.N5,WTRL.4.WTTIME.N1,WTRL.4.WTTIME.N2,WTRL.4.WTTIME.N4,WTRL.4.WTTIME.N5,WTRL.4.RTTIME.N1,WTRL.4.RTTIME.N2,WTRL.4.RTTIME.N4,WTRL.4.RTTIME.N5,WT.5,RL.5,WTRL.5.INCOME,WTRL.5.HOURS,WTRL.5.SURGE.N3,WTRL.5.WTTIME.N3,WTRL.5.SURGE.N1,WTRL.5.SURGE.N2,WTRL.5.SURGE.N4,WTRL.5.SURGE.N5,WTRL.5.WTTIME.N1,WTRL.5.WTTIME.N2,WTRL.5.WTTIME.N4,WTRL.5.WTTIME.N5,WTRL.5.RTTIME.N1,WTRL.5.RTTIME.N2,WTRL.5.RTTIME.N4,WTRL.5.RTTIME.N5,WT.6,RL.6,WTRL.6.INCOME,WTRL.6.HOURS,WTRL.6.SURGE.N3,WTRL.6.WTTIME.N3,WTRL.6.SURGE.N1,WTRL.6.SURGE.N2,WTRL.6.SURGE.N4,WTRL.6.SURGE.N5,WTRL.6.WTTIME.N1,WTRL.6.WTTIME.N2,WTRL.6.WTTIME.N4,WTRL.6.WTTIME.N5,WTRL.6.RTTIME.N1,WTRL.6.RTTIME.N2,WTRL.6.RTTIME.N4,WTRL.6.RTTIME.N5,AGE,GENDER,HISPANIC,RACE,IMMG,EDU,STDT,EMPL,EMPL.ANOTHER,ZIPCODE,HHSIZE,CHILD,HHINCOME,INDVINCOME,HEALTH,SOURCE,COMMENTS
ReEvBNmAlyHu5sL9xRO8,1,1,N4,4,1,1,9,0,0,1,8,1,200,60,0,1,0,16,16,0,4.1,0,1,0,8,8,0,4.3,0,1,4,0,16,0,4.5,0,1,8,0,20,1,4.7,0,1,4,0,12,0,4.3,1,1,12,0,20,1,4.9,1,0,,80,12.8,8,0,8,12,12,4,0,0,0,0,16,4,12,30,1,3,80,3.2,0,30,4,0,12,12,0,8,0,0,16,30,30,12,1,4,140,8,0,0,4,0,16,0,0,8,0,24,16,4,8,16,1,1,80,5.6,12,0,16,12,12,0,0,0,0,24,4,8,30,8,1,3,320,3.2,8,0,8,0,0,0,0,24,24,30,30,12,30,8,1,1,200,3.2,0,24,12,8,0,4,0,0,8,0,4,30,12,8,34,0,0,2,1,2,0,3,,98188,6,4,5,4,2,3,
hL5RCg8E6NqhD4u0c3pW,1,1,N4,4,1,1,12.5,0,0,1,8,1,150,47,0,0,0,8,12,0,4.1,0,1,0,24,4,1,4.5,0,1,0,0,16,1,4.9,0,1,0,24,8,1,4.7,1,1,0,24,16,1,4.7,1,1,0,8,8,0,4.7,1,1,5,195,5.6,0,30,4,0,0,12,0,30,30,0,12,12,30,16,1,3,60,5.6,16,0,0,8,0,12,24,0,30,0,12,8,8,8,1,1,105,8,0,16,8,0,0,12,0,8,30,0,12,12,12,30,1,4,105,10.4,0,30,0,8,4,0,8,0,0,0,12,30,12,4,1,3,240,8,12,0,0,8,0,0,16,0,24,0,8,12,4,4,1,5,195,12.8,0,24,0,16,16,16,0,0,0,0,12,8,16,4,50,0,0,2,1,2,0,3,,98118,4,2,5,5,3,3,Companies only care about passengers. Drivers’ rights
6SyPkcL6uxFBgp9fm9xX,,1,N4,4,1,0,0,0,0,1,10,1,200,40,5,1,0,8,12,0,4.1,0,1,0,24,4,1,4.5,0,1,0,0,16,1,4.9,0,0,0,24,8,1,4.7,1,0,0,24,16,1,4.7,1,0,0,8,8,0,4.7,1,1,5,260,7,0,30,4,0,0,12,0,30,30,0,12,12,30,16,1,3,80,7,16,0,0,8,0,12,24,0,30,0,12,8,8,8,0,,140,10,0,16,8,0,0,12,0,8,30,0,12,12,12,30,0,,140,13,0,30,0,8,4,0,8,0,0,0,12,30,12,4,0,,320,10,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,,260,16,0,24,0,16,16,16,0,0,0,0,12,8,16,4,45,0,0,2,1,2,0,3,,98188,4,2,4,4,3,3,
fYg27R1hAqVuFdefEtRL,1,1,N4,4,1,1,8.5,1,20.5,1,12,0,,55,4,1,0,0,4,1,4.1,0,1,16,0,20,1,4.5,0,1,16,0,20,1,4.9,0,1,16,0,8,1,4.1,1,1,8,0,16,1,4.3,1,0,0,30,16,0,4.3,1,1,5,70,4.8,12,0,0,0,0,16,30,24,0,0,16,30,8,4,1,2,130,8.4,0,24,0,4,0,0,0,0,30,30,12,4,8,30,1,3,130,8.4,0,0,8,0,4,0,0,24,0,24,30,8,4,16,0,,160,15.6,12,0,0,8,8,8,24,0,0,0,12,8,12,16,0,,70,19.2,0,16,0,0,8,16,16,16,0,0,12,30,12,12,1,3,100,4.8,16,0,12,0,8,0,0,24,0,8,30,4,12,16,47,0,0,2,1,4,1,3,,98118,1,1,4,4,1,3,
Ue8YUxRRX4KpSV2dUkzn,,1,N4,4,1,1,12,1,23,1,10,1,300,120,5,1,0,0,20,1,4.7,0,1,0,16,16,1,4.9,0,1,4,0,8,0,4.9,0,1,0,16,16,1,4.1,1,1,0,16,4,0,4.3,1,1,0,30,16,1,4.7,1,1,5,480,13,0,16,0,0,0,16,30,16,16,0,30,4,16,16,1,1,300,7,0,8,12,0,0,0,0,24,24,30,4,4,30,4,1,1,120,10,0,16,8,4,0,0,0,0,0,8,16,12,12,30,1,5,210,7,0,16,4,0,4,8,0,24,0,0,16,12,4,8,1,3,300,4,4,0,12,16,8,0,0,0,0,8,30,16,4,8,0,,480,16,0,30,8,0,8,0,0,0,0,0,8,16,16,12,37,0,0,2,1,5,0,2,,98023,2,0,10,7,1,3,
JivlI7apyxnVWTemiVMe,1,1,N4,3,2,1,8,0,0,1,8,1,250,25,2,1,0,8,4,1,4.1,0,1,0,24,16,0,4.5,0,1,4,0,12,0,4.1,1,1,0,16,20,0,4.5,1,1,16,0,16,0,4.7,1,1,0,24,12,0,4.9,1,1,2,325,10.4,0,30,0,16,0,0,0,0,30,0,4,16,4,30,0,,175,3.2,0,24,0,4,8,0,16,0,0,0,4,4,12,12,1,2,325,5.6,0,16,0,4,0,0,8,0,16,24,4,8,16,4,0,,400,12.8,12,0,0,16,0,0,0,0,24,16,30,8,4,16,1,4,250,10.4,4,0,0,4,16,0,8,0,0,0,12,8,4,4,0,,100,5.6,0,30,0,0,0,12,24,24,24,0,12,4,30,4,36,2,1,2,1,2,0,1,,98105,4,2,8,7,1,3,Reese
6oA6vpL5j7BR8r2F60Za,1,,N4,4,1,0,0,0,0,1,3,1,3,4,3,1,16,0,8,0,4.1,0,1,4,0,20,0,4.7,0,1,0,24,8,0,4.3,1,1,0,0,20,1,4.7,1,1,0,16,20,0,4.7,1,1,0,16,12,0,4.9,1,0,,2.1,2.1,0,30,16,8,16,0,0,0,0,0,16,4,30,4,0,,1.2,3,0,8,0,16,0,12,24,0,24,0,16,30,4,8,1,5,3.9,3,0,30,8,0,0,16,0,8,0,0,12,12,4,4,0,,1.2,4.8,16,0,16,0,0,4,0,8,0,0,30,30,30,4,1,3,2.1,2.1,0,0,4,8,0,0,0,0,30,8,12,30,8,4,1,2,3,1.2,8,0,12,16,8,0,0,0,0,30,30,8,4,4,12,0,0,1,0,1,0,2,,98105,3,1,1,11,1,3,
RzRKSQ3qA0l8fL8fne9U,1,,N4,2,1,1,6,0,0,1,10,1,300,30,0,1,8,0,4,1,4.3,0,1,0,0,12,1,4.5,0,1,0,24,12,0,4.7,0,1,0,16,12,0,4.3,1,1,16,0,20,0,4.3,1,1,4,0,12,1,4.5,1,0,,390,16,0,30,16,0,8,0,0,16,0,16,16,30,12,12,0,,390,13,0,8,0,8,0,0,16,0,0,0,30,8,16,8,0,,120,16,0,16,0,0,16,0,8,30,0,16,16,4,30,4,1,4,210,4,0,16,0,0,8,12,16,0,0,0,4,30,4,12,1,1,390,7,4,0,16,16,16,0,0,0,0,16,8,30,12,8,1,3,390,10,12,0,16,0,0,0,0,8,24,16,30,30,30,4,60,0,0,2,1,3,0,3,,98003,1,0,4,4,2,3,How is this to my benefit
CiHbgkSYU7RdHDxPgBP3,,,N4,4,1,0,0,0,0,0,,0,,10,2,0,0,24,20,0,4.1,0,1,0,0,20,1,4.5,0,1,4,0,12,1,4.1,1,1,12,0,12,1,4.5,1,1,0,16,20,1,4.5,1,1,0,8,8,0,4.5,1,0,,100,12.8,0,24,0,8,0,4,8,0,30,0,16,4,30,4,0,,100,10.4,0,24,0,16,4,0,24,0,0,8,30,8,8,12,1,1,160,5.6,0,24,8,8,0,8,0,0,8,0,4,8,30,30,1,3,160,3.2,12,0,12,4,8,4,0,0,0,0,8,4,12,30,0,,130,8,0,8,0,16,4,12,0,0,0,0,16,4,12,4,1,3,160,3.2,16,0,8,0,0,4,0,16,8,0,12,16,8,30,45,0,0,2,1,3,0,2,,98118,5,0,1,1,1,3,
urAKVqxxJlD32RmHu21b,1,,N4,4,1,1,9,1,19.5,1,10,0,,50,3,1,0,0,12,0,4.1,0,1,12,0,16,0,4.1,0,0,0,24,16,1,4.5,0,1,12,0,20,1,4.5,0,1,16,0,8,1,4.7,0,1,0,24,8,1,4.3,1,1,3,130,4,12,0,8,0,0,0,0,16,0,24,4,16,16,30,0,,40,4,8,0,0,4,8,0,30,0,0,8,30,16,30,16,0,,40,4,4,0,4,0,12,0,0,8,0,16,30,12,8,30,0,,160,13,16,0,16,0,0,0,0,24,0,0,8,16,16,30,0,,40,4,0,24,0,0,16,4,0,16,0,0,4,30,30,8,0,,40,16,0,8,0,0,0,0,30,30,30,0,16,4,12,12,0,0,0,2,1,5,0,3,,98168,3,0,8,6,2,3,
iGJ0fycgilZPHxSMWL8w,1,1,N4,4,1,1,6,1,20,1,9,1,350,50,2,1,0,0,4,1,4.5,0,1,0,8,4,1,4.5,0,1,12,0,4,1,4.7,0,1,8,0,4,1,4.7,0,1,12,0,4,1,4.7,1,1,16,0,12,1,4.7,1,1,3,245,6.3,0,24,0,0,0,0,16,30,8,8,30,8,16,30,0,,140,14.4,4,0,0,0,0,0,0,30,24,8,30,4,12,8,0,,350,6.3,0,30,12,0,0,0,0,24,8,30,16,16,30,8,1,4,140,11.7,0,0,8,12,4,0,0,0,0,24,8,16,4,16,0,,560,11.7,0,8,0,0,4,12,24,30,0,0,30,4,30,4,0,,245,14.4,4,0,0,4,4,0,0,0,0,30,8,4,8,16,1981,0,0,2,1,2,0,3,,98118,1,0,7,7,1,3,
8Zv5pIf6iEKlFgM2H33Y,,1,N4,4,2,1,6,1,12,1,8,1,200,35,0,1,0,16,4,0,4.5,0,0,0,30,16,0,4.5,0,0,0,24,16,0,4.9,0,1,4,0,8,0,4.1,1,1,8,0,12,0,4.1,1,0,4,0,8,0,4.5,1,1,3,320,5.6,0,8,0,0,0,0,24,8,16,30,8,16,30,4,0,,200,12.8,0,30,0,0,0,0,8,16,24,24,8,4,16,12,0,,200,12.8,16,0,16,0,8,12,0,30,0,0,30,4,16,8,1,3,200,5.6,0,0,0,0,8,0,30,30,0,16,8,30,4,30,0,,200,8,0,0,0,0,12,0,30,30,0,8,4,8,16,8,1,1,260,8,0,16,12,8,0,16,0,0,30,0,12,30,12,12,39,0,0,2,1,5,1,3,,98108,5,3,7,7,1,3,
9AAU84BoAEBBHKM0OlCM,1,1,N4,4,1,1,9.43,1,21.43,0,,0,,50,2,1,8,0,12,0,4.1,0,0,8,0,16,0,4.7,0,1,0,0,8,1,4.1,1,0,0,30,12,0,4.1,1,1,8,0,4,0,4.7,1,0,0,0,20,0,4.9,1,0,,70,12.8,0,0,4,0,0,0,0,8,16,30,4,12,4,30,0,,70,12.8,8,0,12,0,0,8,0,0,16,0,4,30,16,4,1,3,130,10.4,0,16,0,0,16,0,16,16,0,8,4,30,8,30,0,,70,10.4,0,16,8,0,0,0,0,16,8,30,4,8,16,8,0,,130,12.8,0,0,0,4,8,0,30,0,0,0,4,8,12,8,1,5,40,3.2,12,0,0,0,8,16,30,0,0,0,12,16,4,4,25,0,0,2,1,4,0,1,,98105,2,0,7,7,1,3,Zack
P24PcyZlaGXcXW7Q86qi,1,1,N4,4,2,0,0,0,0,0,,1,400,35,0,0,12,0,4,1,4.1,0,1,0,0,8,1,4.9,0,0,8,0,20,0,4.1,1,0,0,24,20,0,4.3,1,1,4,0,16,1,4.5,1,1,0,16,16,1,4.5,1,0,,520,8,0,0,0,4,4,0,16,0,0,8,16,30,4,4,0,,160,10.4,0,30,0,0,12,4,24,8,0,0,4,16,16,12,1,4,160,3.2,0,16,8,12,0,0,0,0,16,30,30,12,30,30,1,5,400,8,8,0,0,0,0,16,16,30,30,0,30,4,30,4,1,3,400,3.2,0,30,12,12,0,0,0,0,24,24,8,12,16,12,0,,160,12.8,0,0,8,0,0,0,0,30,8,16,12,12,16,4,38,0,0,2,1,2,0,3,,98108,3,1,8,8,1,3,"Uber price improved downtown' they switched away from Bellevue etc. they refuse trips to go there sometimes. In Seattle more trips as well, but less of a factor. Rematch system for drivers."
f5oNVHi07UjI4LxO1kb8,1,1,N4,4,2,0,0,0,0,0,,1,250,50,0,1,12,0,4,1,4.1,0,1,0,0,8,1,4.9,0,0,8,0,20,0,4.1,1,0,0,24,20,0,4.3,1,1,4,0,16,1,4.5,1,1,0,16,16,1,4.5,1,1,3,325,3.2,0,0,4,4,0,12,0,0,0,0,30,8,8,8,0,,100,12.8,12,0,16,0,0,0,0,8,16,16,4,30,30,16,0,,100,10.4,0,16,4,0,0,12,0,24,16,0,4,12,16,12,0,,400,10.4,0,24,0,0,16,0,8,16,0,8,12,12,8,4,1,5,325,3.2,0,8,0,0,0,16,24,8,30,0,4,8,4,12,0,,175,10.4,12,0,12,12,8,0,0,0,0,30,8,16,30,16,31,0,0,2,1,5,0,3,,98188,1,0,,,1,3,Rachel 
HN3ydBVGjuvjemOM7Ak9,1,,N4,4,1,1,8,1,17,1,9,0,,80,6,1,0,24,8,1,4.1,0,1,0,8,4,0,4.3,0,0,0,16,8,1,4.5,0,0,0,0,4,1,4.7,0,1,0,0,16,0,4.7,0,1,0,16,16,0,4.5,1,0,,100,14.4,0,0,12,8,0,0,0,0,24,30,8,12,16,8,0,,160,11.7,0,30,0,0,12,0,0,30,0,0,12,30,12,8,0,,40,9,8,0,12,12,0,0,0,0,30,24,8,12,4,8,0,,100,11.7,12,0,0,4,0,0,24,0,0,0,30,8,16,8,0,,100,3.6,0,8,0,12,0,0,0,0,8,8,16,12,4,30,0,,130,11.7,0,24,8,0,0,0,0,30,30,16,12,4,12,16,69,0,2,7,0,4,0,3,,98001,5,0,6,6,7,3,"There are good and bad things. Lots of flexibility, new drivers won’t make a lot. Bad to take rider to far away place. Always prefer Seattle. New drivers expect a lot but it’s all about adding up small trips. Taxi less customers so now their prices are down. Influx of drivers, but money more consistent w taxi."
lalO2XRRnyY7HEQW7UCV,1,1,N4,4,1,0,0,0,0,0,,1,200,20,1,1,0,30,12,0,4.1,0,0,0,24,20,0,4.3,0,1,0,0,4,1,4.7,0,1,16,0,12,0,4.7,0,1,8,0,12,1,4.1,1,1,12,0,8,0,4.3,1,1,1,140,10.4,0,24,0,0,0,0,0,30,16,0,8,16,4,4,1,3,200,10.4,8,0,0,0,0,4,16,24,0,0,16,4,12,30,1,3,260,8,4,0,0,8,0,12,30,0,8,0,12,8,30,8,1,1,320,8,4,0,16,0,0,0,0,30,24,24,4,30,12,8,1,3,140,12.8,16,0,0,0,8,8,16,30,0,0,16,16,8,30,1,3,80,10.4,16,0,4,16,12,0,0,0,0,16,12,12,16,30,30,0,2,7,2,5,1,3,,98002,4,2,6,6,7,3,
60Igy0OXCtlfNiDiAiQx,,1,N4,4,2,0,0,0,0,0,,1,200,24,1,0,4,0,4,1,4.1,0,0,0,30,12,1,4.3,0,1,16,0,4,0,4.3,0,0,0,8,20,1,4.5,1,0,0,30,20,1,4.9,1,0,0,30,16,0,4.9,1,1,3,260,8,8,0,8,0,0,0,0,16,0,8,4,4,8,30,0,,200,8,0,30,12,16,0,12,0,0,16,0,12,16,8,8,1,3,80,3.2,0,0,0,12,0,16,16,0,24,0,30,12,16,8,1,2,140,3.2,0,30,0,16,0,0,0,0,24,8,30,8,30,12,0,3,80,10.4,12,0,0,16,12,4,30,0,0,0,12,8,12,16,1,4,140,8,0,8,0,0,4,0,0,8,0,30,4,8,4,16,35,0,2,2,1,6,0,1,,98102,6,4,10,9,1,3,"Work Amazon and tax, very strong money cutoff motivator. Came from mba Pakistan, want to get degree us.good part time, never full time. Airport queue sucks, they tell him to go to terminal and sometimes there is nobody there, and he doesn’t get paid. He ends driving then."
kgF3iMlBYacMFWAKTIEU,1,1,N4,4,2,0,0,0,0,0,,0,,75,0,1,0,0,20,0,4.3,0,1,0,0,4,0,4.5,0,1,12,0,20,1,4.9,0,1,0,16,20,0,4.9,0,0,4,0,16,0,4.1,1,1,12,0,4,1,4.9,1,0,,70,12.8,0,8,0,0,8,0,16,30,0,8,16,30,8,30,1,3,130,3.2,8,0,0,0,8,8,24,8,0,0,30,30,4,30,0,,100,5.6,0,24,0,12,16,0,0,0,0,30,12,8,8,30,0,,70,10.4,0,30,0,8,4,0,8,0,0,0,12,30,12,4,0,,160,8,12,0,0,8,0,0,16,0,24,0,8,12,4,4,0,,130,12.8,0,24,0,16,16,16,0,0,0,0,12,8,16,4,65,0,0,4,1,5,0,2,,98122,2,0,8,7,3,3,Rachel
DObxypsDLdMUrnRBR5Ou,1,1,N4,4,1,0,0,0,0,0,,0,,55,2,0,0,0,20,0,4.3,0,1,0,0,4,0,4.5,0,0,12,0,20,1,4.9,0,0,0,16,20,0,4.9,0,0,4,0,16,0,4.1,1,1,12,0,4,1,4.9,1,1,5,130,5.6,0,30,4,0,0,12,0,30,30,0,12,12,30,16,0,,40,5.6,16,0,0,8,0,12,24,0,30,0,12,8,8,8,0,,70,8,0,16,8,0,0,12,0,8,30,0,12,12,12,30,0,,70,5.6,0,8,0,0,8,16,24,8,0,0,30,16,4,8,0,,40,8,4,0,0,12,0,8,0,0,8,0,16,12,8,4,0,,160,8,0,8,0,0,4,0,24,24,0,30,16,8,12,30,40,0,2,7,1,2,0,2,,98178,5,1,1,1,7,3,"Driver union, they want to see what the rider gets charged, can be frustrating when rider charged a lot and they can’t see"
DSBTE3IySOGjxGjyeCtU,,1,N4,1,1,0,0,0,0,0,,1,300,60,10,1,8,0,8,0,4.1,0,1,8,0,4,0,4.7,0,1,0,16,4,0,4.3,1,1,12,0,12,1,4.5,1,1,0,30,4,0,4.5,1,1,0,16,4,1,4.7,1,1,2,120,10.4,0,24,0,12,0,0,8,0,8,30,12,16,30,12,1,3,480,5.6,4,0,0,8,0,12,30,0,8,0,4,30,4,4,1,3,300,8,12,0,12,8,0,0,0,0,16,24,12,12,30,30,1,3,210,5.6,16,0,12,0,8,0,0,30,0,8,4,8,30,4,1,3,480,3.2,0,16,8,8,0,16,0,0,30,0,30,16,30,30,1,3,390,12.8,4,0,0,0,0,0,0,24,8,16,12,12,30,30,32,0,0,2,1,2,0,3,,98118,3,0,7,7,1,3,Rachel
1KRkCXsgGwZ8AjeQtsoR,1,1,N4,4,2,1,3,1,14,1,11,1,300,50,1,1,16,0,4,1,4.5,0,0,4,0,4,1,4.1,1,1,0,8,8,0,4.1,1,0,0,16,16,0,4.1,1,1,0,0,8,1,4.9,1,1,16,0,12,1,4.9,1,0,,390,14.3,0,0,0,0,16,12,16,16,0,0,12,4,8,8,0,,390,11,0,24,12,0,0,0,0,8,0,8,12,8,8,4,0,3,300,14.3,16,0,0,12,12,0,8,0,0,16,12,12,8,4,0,,480,17.6,12,0,0,16,0,0,0,0,24,16,30,8,4,16,0,,300,14.3,4,0,0,4,16,0,8,0,0,0,12,8,4,4,1,5,120,7.7,0,30,0,0,0,12,24,24,24,0,12,4,30,4,34,0,0,2,1,2,0,3,,98058,8,6,8,8,1,3,Rachel
BpRpvYLd4EYku2YIzz10,1,1,N4,4,2,1,5,0,0,0,,1,300,65,20,1,0,16,12,0,4.1,0,1,12,0,16,0,4.7,0,0,8,0,20,1,4.1,1,0,4,0,20,0,4.1,1,0,0,16,20,1,4.5,1,1,4,0,20,0,4.9,1,1,1,390,12.8,0,30,16,0,8,0,0,16,0,16,16,30,12,12,1,1,390,10.4,0,8,0,8,0,0,16,0,0,0,30,8,16,8,0,,120,12.8,0,16,0,0,16,0,8,30,0,16,16,4,30,4,0,,120,8,12,0,12,0,0,0,0,16,30,24,12,16,4,4,1,3,300,5.6,16,0,0,0,4,12,30,30,0,0,8,30,12,16,0,,120,8,16,0,8,0,0,0,0,16,0,0,12,30,16,12,29,0,2,7,2,2,0,3,,98188,4,0,3,3,1,3,
qK6Iai3UBO7owuJgiiWO,1,,N4,4,2,1,12,1,19,1,8,1,200,35,2,1,0,16,12,0,4.1,0,1,12,0,16,0,4.7,0,0,8,0,20,1,4.1,1,0,4,0,20,0,4.1,1,0,0,16,20,1,4.5,1,0,4,0,20,0,4.9,1,0,,200,8,0,8,8,0,0,0,0,0,24,0,12,30,8,4,0,,140,10.4,4,0,0,8,4,0,30,0,0,8,8,4,16,30,1,2,200,3.2,0,0,0,12,0,0,24,0,0,0,12,16,4,16,1,3,320,3.2,12,0,12,4,8,4,0,0,0,0,8,4,12,30,0,,260,8,0,8,0,16,4,12,0,0,0,0,16,4,12,4,1,3,320,3.2,16,0,8,0,0,4,0,16,8,0,12,16,8,30,25,0,0,2,1,2,0,3,,98118,4,0,6,6,1,3,No
FSgWQDDmu0dYkAGZNsI3,1,1,N4,4,2,0,0,0,0,0,,1,200,37,2,1,0,30,8,1,4.1,0,1,0,0,20,1,4.5,0,0,0,30,20,0,4.5,0,1,16,0,16,1,4.9,0,1,0,8,20,1,4.7,1,0,0,30,12,0,4.9,1,1,3,200,12.8,4,0,0,8,8,0,0,0,0,16,12,8,30,8,1,3,200,8,0,24,12,16,0,0,0,0,30,0,30,30,16,8,1,2,260,5.6,0,8,12,16,0,16,0,0,30,0,8,8,16,30,0,,320,10.4,16,0,16,0,0,0,0,24,0,0,8,16,16,30,1,3,80,3.2,0,24,0,0,16,4,0,16,0,0,4,30,30,8,1,3,80,12.8,0,8,0,0,0,0,30,30,30,0,16,4,12,12,45,0,0,2,1,3,0,1,,98178,10,8,6,6,4,3,"They do not tell driver what the customer is paying, very frustrating. The car costs lay on driver. Some people say Lyft pays better, Uber charges customer a lot. Uber charges customer more. Transparency."
u90rq4ekzOKPgZjlTvwS,1,1,N4,4,2,0,0,0,0,1,10,0,,50,5,1,16,0,4,1,4.1,0,1,12,0,12,1,4.1,0,1,4,0,16,1,4.9,0,1,0,24,20,1,4.9,0,1,16,0,20,1,4.3,1,1,12,0,12,0,4.9,1,0,,100,13,0,0,0,4,0,4,24,0,8,0,16,16,12,12,0,,70,10,0,24,8,0,0,12,0,8,30,0,12,12,4,12,1,5,70,4,16,0,0,0,0,12,30,16,24,0,16,12,8,4,1,5,160,4,0,24,4,0,16,16,0,8,0,0,12,30,8,4,0,,70,16,0,30,0,12,4,0,16,0,0,30,8,16,8,12,1,2,100,7,8,0,16,16,0,0,0,0,8,0,12,8,12,12,38,0,0,2,1,1,0,3,,98168,1,0,4,4,2,3,
k9ENcUvLEbbMitkovsCg,1,1,N4,4,1,0,0,0,0,1,10,1,200,21,2,1,12,0,16,0,4.3,0,1,4,0,16,1,4.5,0,1,0,16,16,1,4.3,1,0,8,0,20,0,4.3,1,1,0,24,16,1,4.7,1,0,0,30,12,0,4.9,1,0,,80,10,0,30,0,0,4,0,24,8,0,8,8,16,16,12,1,2,320,4,0,8,0,4,0,0,16,0,24,16,16,12,8,8,0,,320,10,8,0,0,16,16,0,16,0,0,8,30,12,4,16,1,2,200,7,4,0,0,12,8,0,0,0,0,16,12,4,8,12,0,,80,7,0,24,0,0,0,0,8,30,0,24,12,8,30,12,1,1,140,7,8,0,12,8,0,0,0,0,0,24,8,16,8,4,34,0,0,2,1,5,2,3,,98105,2,1,7,7,1,3,Purpose
fLtfWMF5yr7F0z3arB91,1,,N4,4,1,0,0,0,0,1,10,1,300,75,0,1,4,0,4,0,4.1,0,1,0,16,20,1,4.3,0,1,12,0,20,0,4.3,0,1,16,0,12,0,4.7,0,0,0,0,20,0,4.1,1,1,12,0,8,0,4.9,1,0,,480,16,0,8,0,16,12,0,0,0,0,30,8,4,4,16,1,1,390,4,0,16,12,0,0,0,0,16,0,0,12,8,8,16,0,,480,16,0,0,0,0,0,0,8,24,16,30,30,30,8,30,0,,480,16,4,0,0,0,12,0,16,30,0,0,30,30,4,12,0,,300,10,4,0,16,0,8,0,0,30,0,30,30,16,8,8,0,,120,13,4,0,0,0,0,12,8,0,24,0,12,12,12,16,0,0,0,1,1,5,0,3,,98007,2,0,7,7,2,3,Purpose 
